LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
wirken,verb,wirken,wirkt,wirkte,gewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fortführen,verb,fortführen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vermischen,verb,vermischen,vermischt,vermischte,vermischt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
einreichen,verb,einreichen,einreicht,einreichte,eingereicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fahren,verb,fahren,fährt,fuhr,gefahren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
untersuchen,verb,untersuchen,untersucht,untersuchte,untersucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schlagen,verb,schlagen,schlägt,schlug,geschlagen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konkurrierte,verb,konkurrierte,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fortführen,verb,fortführen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
geben,verb,geben,gibt,gab,gegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
betrachten,verb,betrachten,betrachtet,betrachtete,betrachtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermischen,verb,vermischen,vermischt,vermischte,vermischt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
abschließen,verb,abschließen,abschließt,abschloss,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wirken,verb,wirken,wirkt,wirkte,gewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
auftreten,verb,auftreten,auftritt,auftrat,aufgetreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
besuchen,verb,besuchen,besucht,besuchte,besucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
animieren,verb,animieren,animiert,animierte,animiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
brechen,verb,brechen,bricht,brach,gebrochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
räumen,verb,räumen,räumt,räumte,geräumt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beenden,verb,beenden,beendet,beendete,beendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
versprechen,verb,versprechen,verspricht,versprach,versprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kennen,verb,kennen,kennt,kannte,gekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
einreichen,verb,einreichen,einreicht,einreichte,eingereicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ankündigen,verb,ankündigen,ankündigt,ankündigte,angekündigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verpflichten,verb,verpflichten,verpflichtet,verpflichtete,verpflichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fahren,verb,fahren,fährt,fuhr,gefahren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
anlegen,verb,anlegen,anlegt,anlegte,angelegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
enden,verb,enden,endet,endete,geendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verpflichten,verb,verpflichten,verpflichtet,verpflichtete,verpflichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
enden,verb,enden,endet,endete,geendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
küssen,verb,küssen,küsst,küsste,geküsst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
helfen,verb,helfen,hilft,half,geholfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
animieren,verb,animieren,animiert,animierte,animiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
auftreten,verb,auftreten,auftritt,auftrat,aufgetreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verstehen,verb,verstehen,versteht,verstand,verstanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
besuchen,verb,besuchen,besucht,besuchte,besucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beobachten,verb,beobachten,beobachtet,beobachtete,beobachtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
räumen,verb,räumen,räumt,räumte,geräumt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
kennen,verb,kennen,kennt,kannte,gekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
versprechen,verb,versprechen,verspricht,versprach,versprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
schließen,verb,schließen,schließt,schloss,geschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
rufen,verb,rufen,ruft,rief,gerufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erkennen,verb,erkennen,erkennt,erkannte,erkannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beenden,verb,beenden,beendet,beendete,beendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
brechen,verb,brechen,bricht,brach,gebrochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
existieren,verb,existieren,existiert,existierte,existiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
drohen,verb,drohen,droht,drohte,gedroht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fliegen,verb,fliegen,fliegt,flog,geflogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
küssen,verb,küssen,küsst,küsste,geküsst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verschieben,verb,verschieben,verschiebt,verschob,verschoben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verurteilen,verb,verurteilen,verurteilt,verurteilte,verurteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erzielen,verb,erzielen,erzielt,erzielte,erzielt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fliegen,verb,fliegen,fliegt,flog,geflogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlassen,verb,verlassen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
angeben,verb,angeben,angibt,angab,angegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schließen,verb,schließen,schließt,schloss,geschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
belegen,verb,belegen,belegt,belegte,belegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kennen,verb,kennen,kennt,kannte,gekannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entführen,verb,entführen,entführt,entführte,entführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
auftreten,verb,auftreten,auftritt,auftrat,aufgetreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verstehen,verb,verstehen,versteht,verstand,verstanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
animieren,verb,animieren,animiert,animierte,animiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
brechen,verb,brechen,bricht,brach,gebrochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
besuchen,verb,besuchen,besucht,besuchte,besucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
versprechen,verb,versprechen,verspricht,versprach,versprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
rufen,verb,rufen,ruft,rief,gerufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beenden,verb,beenden,beendet,beendete,beendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erkennen,verb,erkennen,erkennt,erkannte,erkannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beobachten,verb,beobachten,beobachtet,beobachtete,beobachtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
drohen,verb,drohen,droht,drohte,gedroht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermischen,verb,vermischen,vermischt,vermischte,vermischt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
auswerten,verb,auswerten,auswertet,auswertete,ausgewertet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
